location,url,fulladdress,bedrooms,bathrooms,parkingSpaces,studies,image_url,latitude,longitude,coordinates,rent_price,type,house_type
135 A'Beckett Street,https://www.realestate.com.au/property-apartment-vic-melbourne-428250126,"4306/135 A'Beckett Street, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/e95ce287dcbe45206ab8375dfc5bbcee47b113fdf12c7b524e4ae56764940dfc/image.jpg,-37.8096114,144.9595749,"(144.9595749, -37.8096114)",625 ,rent,Apartment
228 La Trobe St,https://www.realestate.com.au/property-apartment-vic-melbourne-435418927,"8003/228 La Trobe St, Melbourne, Vic 3000",2,2,0,0,https://i2.au.reastatic.net/{size}/9cd9a5540c2588d2d6a091a10308cc0254b155814b78acdddd50efbae07e3bce/image.jpg,-37.8103906,144.9612267,"(144.9612267, -37.8103906)",850 ,rent,Apartment
135 A'beckett Street,https://www.realestate.com.au/property-house-vic-melbourne-435227619,"6007/135 A'beckett Street, Melbourne, Vic 3000",2,2,0,0,https://i2.au.reastatic.net/{size}/5dafcd6c24335813848d820e5d9695fd6bcd83ac5bbc06b53108113967f22377/image.jpg,-37.8096114,144.9595749,"(144.9595749, -37.8096114)",650 ,rent,House
601 Little Lonsdale Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435418855,"4213/601 Little Lonsdale Street, Melbourne, Vic 3000",2,2,1,0,https://i2.au.reastatic.net/{size}/0de927c14ec9e00deeb024e038e8d99bcd917169c30a643edf77aeb21faad81d/image.jpg,-37.81389365,144.9537209,"(144.9537209, -37.81389365)",680 ,rent,Apartment
7 Katherine Place,https://www.realestate.com.au/property-apartment-vic-melbourne-435418579,"608/7 Katherine Place, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/c2472f98330c10a66965d0ecf094e1335077c2fe3b51cc390f8b42f8b60a8c64/image.jpg,-37.8202491,144.9564404,"(144.95644042784545, -37.8202491)",500 ,rent,Apartment
398 Elizabeth Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435418443,"2409/398 Elizabeth Street, Melbourne, Vic 3000",2,1,1,0,https://i2.au.reastatic.net/{size}/b4878ed98d8a00d7eb252b7d735f8c138ca72cc3e21b32a87e195b1e0d8ce293/image.jpg,-37.8093773,144.9611588,"(144.9611588, -37.8093773)",650 ,rent,Apartment
228 La Trobe Street,https://www.realestate.com.au/property-apartment-vic-melbourne-429577250,"5608/228 La Trobe Street, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/54eb5756e4d3de0740200648294fec145a0968a10e48af8fc76541baceda57bf/image.jpg,-37.8103906,144.9612267,"(144.9612267, -37.8103906)",700 ,rent,Apartment
500 Elizabeth Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435317499,"3208/500 Elizabeth Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/b09039f6301e4b013479e85d2abea507a269f8574723c05a08498f215a4edf98/image.jpg,-37.8071946,144.9601583,"(144.9601583, -37.8071946)",430 ,rent,Apartment
228 La Trobe Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435225791,"5601/228 La Trobe Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/c9baf5306659bc34afca1f92da683942d0d4bbdda19187717aa4cbd4da06be08/image.jpg,-37.8103906,144.9612267,"(144.9612267, -37.8103906)",560 ,rent,Apartment
135 A'Beckett Street,https://www.realestate.com.au/property-apartment-vic-melbourne-430169766,"3102/135 A'Beckett Street, Melbourne, Vic 3000",2,2,1,0,https://i2.au.reastatic.net/{size}/b7126523d7de55afd5583fe969bd975a883fbfdc32f376ef62056b5440b1df74/image.jpg,-37.8096114,144.9595749,"(144.9595749, -37.8096114)",700 ,rent,Apartment
601 Little Lonsdale Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435416231,"1708/601 Little Lonsdale Street, Melbourne, Vic 3000",2,2,0,0,https://i2.au.reastatic.net/{size}/68477c5ad232d79a33940bf0318d1c3b398b3ab7d0854fbbe1c00b1c24bbef31/image.jpg,-37.81389365,144.9537209,"(144.9537209, -37.81389365)",580 ,rent,Apartment
539 St Kilda Road,https://www.realestate.com.au/property-apartment-vic-melbourne-435316299,"623/539 St Kilda Road, Melbourne, Vic 3000",1,1,1,0,https://i2.au.reastatic.net/{size}/69dfe18be409569e3c0b4e6e54cf1e17bd49e0af74935527b3b81e6f110050cd/image.jpg,-37.84564705,144.9803033,"(144.98030333034356, -37.84564705)",475 ,rent,Apartment
618 Lonsdale Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435416027,"1404/618 Lonsdale Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/e6b07aaf3c5106fe436ea06c52aea2ff0bca75cf848fe6b5d3c05a52390b1a27/image.jpg,-37.8123833,144.9620705,"(144.9620705, -37.8123833)",400 ,rent,Apartment
668 Bourke Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435316239,"601/668 Bourke Street, Melbourne, Vic 3000",2,1,1,0,https://i2.au.reastatic.net/{size}/57e591ebb333a090fd04e53e28bad11af4880b0c308b45c412373704e8bafafe/image.jpg,-37.814762,144.9614924,"(144.9614924, -37.814762)",565 ,rent,Apartment
36 La Trobe Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435415955,"2102/36 La Trobe Street, Melbourne, Vic 3000",2,2,0,0,https://i2.au.reastatic.net/{size}/1a4a4f42aa085c80830820b1b46594f41ae7a954baa4564d0082f3ff0ad0e994/image.jpg,-37.8103906,144.9612267,"(144.9612267, -37.8103906)",600 ,rent,Apartment
81 A'Beckett Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435224839,"2002/81 A'Beckett Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/6f37d346a6a048b576d634d15cfba18629a2d77fd0c2b4280ae05673628c7c48/image.jpg,-37.8096114,144.9595749,"(144.9595749, -37.8096114)",500 ,rent,Apartment
462 Elizabeth Street,https://www.realestate.com.au/property-apartment-vic-melbourne-430272942,"7107/462 Elizabeth Street, Melbourne, Vic 3000",3,2,1,0,https://i2.au.reastatic.net/{size}/6c155ebe5674ab60a8e146f6696cdf669c0196273d2f2f6792b24cc99d1afd6f/image.jpg,-37.80783118,144.9604471,"(144.9604471, -37.807831182608695)",1200 ,rent,Apartment
620 Collins Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435314667,"1602/620 Collins Street, Melbourne, Vic 3000",2,1,1,0,https://i2.au.reastatic.net/{size}/1d66d4c6bee5dc99a9b92cd1f737af31c8d7dce746c244afe31497219c5998c8/image.jpg,-37.8188477,144.9542821,"(144.9542821, -37.8188477)",620 ,rent,Apartment
11 Cohen Place,https://www.realestate.com.au/property-apartment-vic-melbourne-435122143,"709/11 Cohen Place, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/ad9783be9ff80a2a41499eb377571ad8e7bddc36c53fdf55536a92a3ea6872c3/image.jpg,-37.8104681,144.9689134,"(144.9689134, -37.8104681)",400 ,rent,Apartment
220 Spencer Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435314511,"2001/220 Spencer Street, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/88c5e19354db06b81037990259b4c4ecd91e8ef5c80ed1bb1a27bcaa970d0db0/image.jpg,-37.815983,144.952991,"(144.952991, -37.815983)",480 ,rent,Apartment
371 Little Lonsdale Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435121351,"4107/371 Little Lonsdale Street, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/520e863dc0c4c95131feb61b46a1319d25ef7bddc9bfbc38300772caad2e57c3/image.jpg,-37.8109981,144.9628452,"(144.9628452, -37.8109981)",650 ,rent,Apartment
452-472 Elizabeth Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435313899,"4301/452-472 Elizabeth Street, Melbourne, Vic 3000",2,2,0,0,https://i2.au.reastatic.net/{size}/e4d0d33dfa6e3f85d18feaafc1bc0dc93f27f5338f53f5cb53846d928269ab5d/image.jpg,-37.8103786,144.9613079,"(144.9613079, -37.8103786)",700 ,rent,Apartment
442-450 Elizabeth Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435413971,"1202/442-450 Elizabeth Street, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/cd62f41e5fc6159eb0ec77b7743d91204bbd8bbdc75d0bccc36ead4836fc115a/image.jpg,-37.8103786,144.9613079,"(144.9613079, -37.8103786)",650 ,rent,Apartment
301 King Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435413503,"306/301 King Street, Melbourne, Vic 3000",1,1,0,1,https://i2.au.reastatic.net/{size}/ea78aa6ad3e5119ae928435aaceb5f50f6c38526a6a886ce967a77aa89520b86/image.jpg,-37.812495,144.9540153,"(144.9540153, -37.812495)",550 ,rent,Apartment
315 La Trobe Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435313339,"1201/315 La Trobe Street, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/15cbf7d079c2ccf0124980e920e7d64bdef09fc0abad3fbf9bc6bf2bed31f0e3/image.jpg,-37.8103906,144.9612267,"(144.9612267, -37.8103906)",500 ,rent,Apartment
462 Elizabeth Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435220967,"5104/462 Elizabeth Street, Melbourne, Vic 3000",2,2,0,0,https://i2.au.reastatic.net/{size}/1a060f9ab97983c5fb9f8c7dbc585159d19d8a4a4cfb1abc66236d4b76b4557a/image.jpg,-37.80783118,144.9604471,"(144.9604471, -37.807831182608695)",620 ,rent,Apartment
260 Spencer Street,https://www.realestate.com.au/property-apartment-vic-melbourne-432865954,"3307A/260 Spencer Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/53d5068d6d5e8e7c8a9d04d1b6efd7cca2a126c8788b1d2c5b4378506564b1bb/image.jpg,-37.8131357,144.95151,"(144.95151, -37.8131357)",500 ,rent,Apartment
288 Spencer Street,https://www.realestate.com.au/property-studio-vic-melbourne-430609074,"3206/288 Spencer Street, Melbourne, Vic 3000",0,1,0,0,https://i2.au.reastatic.net/{size}/1b63ad1992c084fbb9f892a8994bdb5628a97c96337e3f31919bea3c6feebcc9/image.jpg,-37.8131357,144.95151,"(144.95151, -37.8131357)",295 ,rent,Studio
243 Franklin Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435411495,"709/243 Franklin Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/757441ecb4225ccd8789413941a4b3b693051f10804b33fd4db24d13cdabeb6d/image.png,-37.8098639,144.956785,"(144.956785, -37.8098639)",350 ,rent,Apartment
253 Franklin Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435411455,"306/253 Franklin Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/45ad310021c6e4a04cd6ba5ae82574650b5f6130a9058be8ab1dbb3c01b53810/image.png,-37.8092091,144.956591,"(144.956591, -37.8092091)",350 ,rent,Apartment
81 A'Beckett Street,https://www.realestate.com.au/property-apartment-vic-melbourne-429703246,"3407/81 A'Beckett Street, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/57353f564c6309e1f6296c4e27a14fccfb17b8ece181189c99820d31a411dc18/image.jpg,-37.8096114,144.9595749,"(144.9595749, -37.8096114)",575 ,rent,Apartment
285 La Trobe Street,https://www.realestate.com.au/property-apartment-vic-melbourne-431407982,"3106/285 La Trobe Street, Melbourne, Vic 3000",2,2,1,0,https://i2.au.reastatic.net/{size}/3a07a45c9ce7ab19d92799f8ce47235d7639d8cb46e5fb89a005814872302f29/image.jpg,-37.8103906,144.9612267,"(144.9612267, -37.8103906)",650 ,rent,Apartment
38 Rose Lane,https://www.realestate.com.au/property-apartment-vic-melbourne-425232258,"2005/38 Rose Lane, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/8a8c94dc0ec53adeea3fa05defb3ea1694947a87f3c9f3373d2167345d508c26/image.jpg,-37.8148091,144.9539615,"(144.9539615, -37.8148091)",590 ,rent,Apartment
462 Elizabeth Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435410767,"6303/462 Elizabeth Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/ce5fbcd677b31196930d799ce1bf5eb9ce0d1ec487209a28734fcf33b66a1b70/image.jpg,-37.80783118,144.9604471,"(144.9604471, -37.807831182608695)",500 ,rent,Apartment
408 Lonsdale Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435117579,"306/408 Lonsdale Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/c86515d54ae9c49cf1b0ce3929bd49e61951d8b81eecf51faa75ea784a16fca5/image.jpg,-37.8123833,144.9620705,"(144.9620705, -37.8123833)",330 ,rent,Apartment
462 Elizabeth Street,https://www.realestate.com.au/property-apartment-vic-melbourne-424306470,"1106/462 Elizabeth Street, Melbourne, Vic 3000",2,2,0,0,https://i2.au.reastatic.net/{size}/3053b85f4a2639b614d8262657c7a1064f840cac5173f9b346715855f47206dc/image.jpg,-37.80783118,144.9604471,"(144.9604471, -37.807831182608695)",620 ,rent,Apartment
639 Little Lonsdale Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435410535,"6101B/639 Little Lonsdale Street, Melbourne, Vic 3000",2,1,1,0,https://i2.au.reastatic.net/{size}/13946d8ac3fed0858eba00c85f3d12ee94eb72fe89fdb5dd7479d83d4db482de/image.jpg,-37.8109981,144.9628452,"(144.9628452, -37.8109981)",650 ,rent,Apartment
285 La Trobe Street,https://www.realestate.com.au/property-apartment-vic-melbourne-421124390,"3306/285 La Trobe Street, Melbourne, Vic 3000",2,2,2,0,https://i2.au.reastatic.net/{size}/836872afc11767c96a4a6acb4ca319c3c66103be234ab2652f19c642967c6aa9/image.jpg,-37.8103906,144.9612267,"(144.9612267, -37.8103906)",800 ,rent,Apartment
288 Spencer Street,https://www.realestate.com.au/property-apartment-vic-melbourne-430343262,"2206/288 Spencer Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/dccb99cb415d4745cd09203b283ee1f01b11d9a2ef3b1ea32d06f3673c909b6b/image.jpg,-37.8131357,144.95151,"(144.95151, -37.8131357)",440 ,rent,Apartment
228 La Trobe Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435217011,"1609/228 La Trobe Street, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/29f1b4da319e5c1e9da53a8b32faa2f9173b0909d905cf14c54a2be95867218b/image.jpg,-37.8103906,144.9612267,"(144.9612267, -37.8103906)",720 ,rent,Apartment
618 Lonsdale Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435409247,"1802/618 Lonsdale Street, Melbourne, Vic 3000",2,2,1,0,https://i2.au.reastatic.net/{size}/1b237ad5a52bb29718137d8a3694fbe6a2dbd12e83ff3084ecc16e3f9489ffd8/image.jpg,-37.8123833,144.9620705,"(144.9620705, -37.8123833)",620 ,rent,Apartment
25 Wills Street,https://www.realestate.com.au/property-apartment-vic-melbourne-432842350,"503/25 Wills Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/287d8c93e177f6d4958662fe04097f8c6655c39a14ca7d96e02c1ff540382b69/image.jpg,-37.8107145,144.9571233,"(144.9571233, -37.8107145)",520 ,rent,Apartment
370 Queen Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435409123,"6206/370 Queen Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/6abd427871aa0c231bef211539f5c041900ebcf5170b0d3a3fb3ffc593295bea/image.jpg,-37.8119956,144.9594357,"(144.9594357, -37.8119956)",620 ,rent,Apartment
228 La Trobe Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435408495,"4806/228 La Trobe Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/5825b8ab758c440d30d5abfc7e426cc36e88c0a47903f36f1206946731496ce4/image.jpg,-37.8103906,144.9612267,"(144.9612267, -37.8103906)",650 ,rent,Apartment
442 Elizabeth Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435408127,"3710/442 Elizabeth Street, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/23c4434ff54d4bc9b8ffd1db465fe88707bd0ce5204df390398edd90738d27f9/image.jpg,-37.80826779,144.9606474,"(144.96064737857145, -37.808267792857144)",750 ,rent,Apartment
408 La Trobe Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435407119,"102/408 La Trobe Street, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/c1e8f6717ae6ed39232400189895b946308fe15a8972698cbb49c78109feb18e/image.jpg,-37.8110514,144.9576208,"(144.9576207969667, -37.8110514)",550 ,rent,Apartment
462 Elizabeth Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435215311,"6005/462 Elizabeth Street, Melbourne, Vic 3000",2,2,0,0,https://i2.au.reastatic.net/{size}/7d4df8234eae6ab8decfa440c34abe0959b700dd0195556166cac7871b26d52d/image.jpg,-37.80783118,144.9604471,"(144.9604471, -37.807831182608695)",720 ,rent,Apartment
120 A'Beckett Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435307187,"3312/120 A'Beckett Street, Melbourne, Vic 3000",1,1,1,1,https://i2.au.reastatic.net/{size}/82b918ff28da0213625a49ee657ba619a351dffa1030505f6645b298e40b0401/image.jpg,-37.8096114,144.9595749,"(144.9595749, -37.8096114)",600 ,rent,Apartment
138 Spencer Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435406843,"2212/138 Spencer Street, Melbourne, Vic 3000",2,2,0,0,https://i2.au.reastatic.net/{size}/fbb8b088857639bea6212f1b497f5508716b50b1bb5e815a2d0d291e511cae4b/image.jpg,-37.8131357,144.95151,"(144.95151, -37.8131357)",750 ,rent,Apartment
228 La Trobe Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435406831,"1610/228 La Trobe Street, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/32ad031844c01e9445b9bda06b922a4e8672f74f9d7d3fb0976152e78abaad1d/image.jpg,-37.8103906,144.9612267,"(144.9612267, -37.8103906)",700 ,rent,Apartment
151 Berkeley Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435306547,"108/151 Berkeley Street, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/75ced4a0a9774d379ccc89d69a4de6c4a0d29965240045e2e400e2c45b36e634/image.jpg,-37.8024399,144.9587099,"(144.9587099, -37.8024399)",600 ,rent,Apartment
371 Little Lonsdale Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435405447,"5605/371 Little Lonsdale Street, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/32b3b2bc6271a41971bf6fa5a5c06243dbeee5979602706c6b78fb309c6ae261/image.jpg,-37.8109981,144.9628452,"(144.9628452, -37.8109981)",700 ,rent,Apartment
8 Sutherland Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435406091,"403/8 Sutherland Street, Melbourne, Vic 3000",2,2,1,0,https://i2.au.reastatic.net/{size}/4c06e01ec5fa1d68bda5f80a7ffb0bab3063323c191b0d22566c7d10ef075b9d/image.jpg,-37.8113042,144.9609773,"(144.9609773, -37.8113042)",650 ,rent,Apartment
565 Flinders Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435305571,"1510/565 Flinders Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/da812f17a64c2d76f796404fbefba97eddf7f3c5a5aceb45c4409320589ae0bd/image.jpg,-37.821096,144.9558093,"(144.9558092772109, -37.821096)",430 ,rent,Apartment
228 La Trobe Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435305423,"7206/228 La Trobe Street, Melbourne, Vic 3000",3,2,1,0,https://i2.au.reastatic.net/{size}/2421f39268b0337400b0c21654f810c27420cc9cc41cfc494777701c85b69d61/image.jpg,-37.8103906,144.9612267,"(144.9612267, -37.8103906)",1200 ,rent,Apartment
54 A'Beckett Street,https://www.realestate.com.au/property-apartment-vic-melbourne-432256538,"3805/54 A'Beckett Street, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/0803b669ada1e5ad858ca55f54d62e9c82919cfeb1de2a28026beac4bd325360/image.jpg,-37.8096114,144.9595749,"(144.9595749, -37.8096114)",620 ,rent,Apartment
318 Russell Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435405707,"3104/318 Russell Street, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/ee59a272f65561ea20ca1e3e77f2dc8d5b29291d7a0143de07390040f89c06c8/image.jpg,-37.80865827,144.9664653,"(144.96646525, -37.80865827)",620 ,rent,Apartment
450 St Kilda Rd,https://www.realestate.com.au/property-apartment-vic-melbourne-435305155,"810/450 St Kilda Rd, Melbourne, Vic 3000",2,2,1,0,https://i2.au.reastatic.net/{size}/6620ee059b76630ded531bb673e92f29da9f71ad1047598384c5f2d6f27a898a/image.jpg,-37.8187898,144.9681213,"(144.9681213, -37.8187898)",580 ,rent,Apartment
243 Franklin Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435405527,"401/243 Franklin Street, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/463411b5ed8835576183fe3b2afc1ee0489158c0b6b7d8f83a3e9d4df59e6393/image.jpg,-37.8098639,144.956785,"(144.956785, -37.8098639)",480 ,rent,Apartment
33 Queens Road,https://www.realestate.com.au/property-apartment-vic-melbourne-435405419,"25/33 Queens Road, Melbourne, Vic 3000",1,1,1,0,https://i2.au.reastatic.net/{size}/b3878c2756151ae4366c296527360edfa1787642598700c2516864bff87c9bf5/image.jpg,-37.8373319,144.9735305,"(144.9735305, -37.8373319)",420 ,rent,Apartment
